1104,1
1127,1
1352,1
1364,1
1367,1
1456,1
1556,1
1650,2
1687,1
1688,2
1702,2
1705,1
1756,1
1780,1
1783,1
1784,1
1821,1
1830,1
1894,1
1935,2
1996,1
2046,1
2058,2
2062,1
2063,1
2124,1
2133,2
2138,1
2156,1
2210,2
2218,1
2219,1
2290,1
2291,1
2397,1
2399,1
2400,1
2420,1
2551,1
2587,1
2666,3
2674,1
2739,1
2782,1
2847,1
2919,1
2921,1
2924,1
2951,1
2968,1
3018,1
302,2
3114,1
3216,1
3219,1
3221,1
3294,3
3382,1
3390,3
3689,3
3706,1
3768,1
3787,1
3853,1
3864,1
3867,1
3976,2
4201,1
4289,2
4315,1
436,2
4409,2
4420,3
4503,1
4602,1
4704,3
4706,1
472,3
473,3
4756,3
4781,3
483,1
4831,1
4913,1
4914,2
4916,1
494,1
5040,1
5126,3
5157,1
5201,2
5238,1
526,1
5261,1
5311,2
5342,3
5346,1
536,3
5368,3
5371,1
5372,1
5383,1
5439,1
5450,3
5452,3
548,1
5564,1
5569,1
5578,1
562,1
5660,1
5668,2
5671,1
569,3
5774,1
5785,3
5786,1
5954,1
5958,1
6018,3
6076,1
6084,1
609,3
614,3
615,3
617,3
619,3
6214,3
6218,3
6229,3
624,2
6270,3
6287,1
6309,3
6378,3
646,1
648,2
6490,3
6506,1
6507,1
6518,2
6533,1
6628,3
665,3
6796,2
6832,2
723,1
773,2
787,2
861,1
995,3
10324,1
10382,3
10510,1
10567,1
10681,1
10804,1
10810,1
10811,1
10820,1
10822,1
10880,1
10987,3
10992,1
10996,3
11001,3
11021,1
11087,1
11099,1
11105,3
11162,1
11189,3
11248,3
11348,3
11350,3
5653,3
6186,2
6305,1
6618,1
6707,1
6743,1
6804,3
6895,1
6922,2
6974,1
6975,1
6982,3
6990,3
7076,1
7134,1
7142,1
7169,3
7175,3
7176,1
7180,1
7225,1
7240,1
7272,1
7285,1
7297,1
7306,1
7307,1
7367,1
7376,1
7378,1
7461,1
7463,1
7472,1
7479,1
7481,1
7591,1
7623,1
7626,3
7736,3
7737,3
7742,2
7746,1
7758,1
7768,1
7809,1
7815,1
7965,3
7981,1
7994,1
8059,1
8100,2
8147,2
8179,3
8187,1
8216,3
8217,3
8231,1
8307,2
8332,3
8356,3
8377,3
8404,1
8442,2
8463,3
8517,1
8588,3
8598,3
8625,3
8689,1
8720,3
8731,3
8735,2
8816,2
8837,1
8953,3
8981,3
8989,3
9023,2
9031,1
9040,2
9093,1
9098,1
9111,1
9136,1
9142,1
9154,1
9165,2
9247,1
9252,1
9273,1
9275,1
9276,1
9282,1
9285,1
9286,1
9288,1
9295,1
9306,1
9307,1
9312,1
9315,1
9348,1
9349,1
9350,1
9390,1
9397,1
9398,2
9422,1
9430,2
9474,1
9478,1
9487,1
9492,1
9558,1
9583,1
9649,1
9654,1
9655,1
9675,1
9681,1
9721,2
9734,1
9735,1
9741,1
9746,1
9748,1
9758,1
9763,1
9798,1
9821,1
9827,1
9947,2
9981,1
9996,1
10444,1
10520,1
10870,1
10999,1
11049,1
11112,1
11142,1
11179,1
11181,1
11186,1
11249,1
11250,1
11336,2
11337,2
11344,2
11346,3
11347,1
11366,1
11371,1
11393,1
11449,1
11455,1
11456,1
11503,1
11528,2
11550,3
11575,2
11578,1
11602,1
11653,3
11654,1
11658,1
11668,3
11698,1
11740,1
11741,1
11750,1
11767,3
11768,1
11798,1
11805,1
11824,1
11847,1
11890,1
11891,1
11894,2
11895,1
11900,1
11901,1
11909,1
11957,1
11962,1
11983,1
11991,1
12000,1
12015,1
12030,3
12056,1
12072,1
12084,1
12087,3
12091,1
12094,2
12100,1
12102,1
12127,3
12178,1
12180,1
12182,1
12185,1
12195,1
12255,3
12265,3
12269,2
12281,1
12339,1
12342,1
12343,1
12347,1
12386,2
12390,2
12409,1
12410,1
12465,2
12471,1
12529,3
12550,2
12573,3
12590,1
12634,1
12645,2
12649,1
12671,1
12694,2
12761,1
12794,1
12852,1
12866,3
12883,1
12889,1
12895,2
12910,1
12922,1
12944,3
12983,3
12996,1
12997,1
12998,1
13013,2
13066,1
13076,1
13080,1
13084,3
13157,3
13172,1
13176,3
13177,1
13188,2
13238,1
13267,1
13299,1
13311,2
13377,1
13380,3
13384,1
13405,2
13414,1
13415,2
13458,3
13486,1
13496,1
13504,1
13540,1
13554,1
13568,2
13625,1
13628,1
13633,1
13661,2
13668,1
13694,1
13798,1
13801,1
13815,1
13920,1
13921,1
12682,1
13472,1
13550,1
13639,1
13641,1
13642,1
13770,1
13806,1
13818,1
13904,1
13923,1
14029,1
14030,1
14037,1
14079,1
14122,2
14184,2
14199,1
14211,3
14256,2
14316,1
14324,2
14325,2
14327,2
14340,3
14403,2
14410,3
14429,2
14430,2
14434,2
14443,2
14448,2
14493,1
14496,2
14527,2
14529,2
14541,2
14547,2
14554,2
14605,2
14611,2
14626,1
14636,2
14646,2
14677,2
14682,2
14703,2
14783,1
14787,1
14836,1
14841,1
14915,1
14918,1
14926,2
14977,2
15029,1
15042,3
15058,2
15150,1
15154,2
15156,2
15158,2
15164,3
15175,2
15180,3
15247,2
15248,2
15256,2
15273,2
15277,2
15329,1
15333,2
15352,2
15357,2
15413,2
15424,2
15442,2
15471,2
15476,2
15489,1
15500,2
15506,2
15513,2
15517,2
15551,2
15560,3
15570,1
15585,3
15645,3
15665,2
15668,1
15678,2
15722,2
15757,2
15758,1
15759,1
15765,1
15822,3
15846,1
15867,3
15951,1
15966,1
16014,2
16033,1
16035,3
16092,3
16168,3
16182,2
16206,1
16245,2
16270,1
16272,3
16274,1
16292,2
16470,3
16608,3
16618,2
15660,3
15797,1
16099,3
16210,3
16355,1
16530,2
16571,1
16574,1
16683,3
16704,1
16706,1
16727,2
16755,1
16766,1
16772,1
16778,1
16790,3
16792,3
16880,2
16901,3
16914,3
16949,2
16985,3
16988,3
17008,3
17028,3
17042,1
17080,1
17111,1
17115,1
17128,1
17150,1
17155,3
17195,1
17199,1
17201,1
17218,2
17227,1
17243,2
17244,2
17252,1
17254,2
17262,1
17268,1
17277,1
17279,1
17287,2
17302,2
17345,3
17351,2
17355,2
17356,1
17444,1
17445,1
17474,1
17483,1
17491,3
17569,2
17570,2
17573,2
17583,2
17621,1
17639,2
17651,3
17671,3
17703,1
17738,2
17825,1
17840,2
17841,2
17846,2
17848,1
17853,2
17859,2
17912,2
17913,1
17919,1
17946,2
17972,1
17975,2
17986,2
17987,2
18011,1
18068,1
18076,2
18210,1
18211,1
18219,3
18278,2
18291,2
18306,1
18307,1
18309,1
18314,2
18316,1
18376,1
18387,1
18394,2
18418,1
18427,2
18432,1
18476,2
18488,1
18537,2
18552,2
18554,2
18609,2
18610,3
18611,2
18614,1
18698,1
18704,1
18712,2
18713,1
18714,2
18723,1
18729,3
18730,2
18810,2
18815,3
18819,1
18820,2
18850,2
18911,2
18994,2
19006,3
19015,1
19024,2
19103,2
19104,1
19115,1
19131,2
19148,2
19155,2
19157,1
19160,2
19167,2
19212,1
19319,2
18216,2
18479,1
18791,1
